text,from,from_id
принимать решение коллоквиум который должный порадовать коллоквиум состоять теоретический вопрос задача хватить кр ргр,Galina,user6222538500
это хороший новость сон,Кирилл Кошкарёв,user565289812
ргр оно вообще,женьккк,user1313997817
расчетнографический работа давать максимум б,Galina,user6222538500
очень захотеть задачка решать теория немного получаться очень хотеться балл добивать,sandrolek,user892025888
сдавать савченко теория сдавать,Костя,user1994288719
тип кр,женьккк,user1313997817
домашний работа,Galina,user6222538500
понимать вопрос исчерпывать,женьккк,user1313997817
братва ктото шарить завтра вообще идти сдавать коллоквиум благодарный сообщать вариант кроме выходить окно знание место,Даня,user941501054
друг закрепа просто существовать,Сережа Хахххахаха,user691238404
кайф спасибо,Даня,user941501054
продублировать кронверский,Сережа Хахххахаха,user691238404
ломо,Сережа Хахххахаха,user691238404
здравствовать информация экзамен,Alex Mart,user481317616
добрый день экзаменационный тест конец год,Galina,user6222538500
коллоквиум суббота выбирать поставлять расписание иса сдавать,Galina,user6222538500
мочь коллок многие ребята расписание стоять коллоквиум время,Viktoria,user396881205
понедельник отменяться,Егор Макаров,user406042993
ситуация,Кирилл Кошкарёв,user565289812
суббота,Galina,user6222538500
октябрь получаться коллоквиум,Viktoria,user396881205
ставить вопрос перенос понедельник ситуация коллоквиум,Galina,user6222538500
спасибо,Егор Макаров,user406042993
пока гарантировать мочь,Galina,user6222538500
проводить конец учеба декабрь период декабрь,Данил,user967376585
переносить верно,Galina,user6222538500
пока мочь сказать точно уточнять,Galina,user6222538500
коллоквиум суббота смочь перенести пара вторник ктото смочь рано начинать университет готовый принимать коллоквиум,Galina,user6222538500
ауд кронверский последний сдавать,Galina,user6222538500
последний клиент сказать,женьккк,user1313997817
коллега никто никто обслуживать,Michael Rumyantsev,user304635489
коллоквиум проходить ауд,Galina,user6222538500
именно думать взаимоприятный общение равный,Galina,user6222538500
универсальный стикер однако спокойный ночь пожелать поприветствовать,женьккк,user1313997817
подсказывать коллоквиум число принимать галина станиславовна,Кирилл Кошкарёв,user565289812
вариант вторник,Кирилл Кошкарёв,user565289812
galinashimanskaya,Кирилл Кошкарёв,user565289812
просить прощение пинг,,
приезжать вторник сдавать,Galina,user6222538500
благодарить просто всякий пожарный сказать вообще вторник,Кирилл Кошкарёв,user565289812
вопрос ргр кидать,Николай Новиков,user381124323
вроде кидать,Viktoria Skoblilova,user844216932
крайний мера поток,Viktoria Skoblilova,user844216932
спасибо,Николай Новиков,user381124323
свой группа кидать группа практика,Galina,user6222538500
добрый вечер выкладывать ргр необходимо разбиваться команда человек рамка поток который проходить практика дм выбирать десять вариант повторяться поздно пятница вносить давать свой команда первый номер записываться капитан команда таблица,Galina,user6222538500
срок сдача ргр включительно отчет присылать почта,,
galyashimanskayalistru,,
ужас,Артём,user1499212295
извиняться ссылка группа,Николай Новиков,user381124323
артеееееем,Restarh,user583836924
таймменеджмент,Restarh,user583836924
ловить группа общий,,
именно настолько точный таймменеджмент узнавать ргр,Артём,user1499212295
кстати неизвестно проверять наш кр,Артём,user1499212295
вечер выкладывать,Michael Rumyantsev,user304635489
интересно вечер день,женьккк,user1313997817
выкладывать,Артём,user1499212295
посмотреть,Николай Алексеев,user1300178263
закрывать показ сообщение отправлять вступление чат,Ryzhkov Nikita,user570909676
ловить группа общий,,
группа весь результат задание ргр,Viktoria Skoblilova,user844216932
всякий случай напоминать коллоквиум перенести суббота вторник сегодня приходить нужно,Galina,user6222538500
показываться,Николай Алексеев,user1300178263
группа весь результат задание ргр,Николай Алексеев,user1300178263
добрый день мочь вопрос отвечать коллоквиум стоять следующий суббота вторник расписание никакой коллоквиум весь равно приходить вторник кабинет,Birb Sparrow,user1952857631
посмотреть закреплять сообщение,Restarh,user583836924
возможно отображаться расписание изменение коллоквиум вторник,Galina,user6222538500
здравствовать нужно теорема пост доказывать класс пост являться собственный замкнутый,Артём,user1499212295
добрый день обязательно прямо доказывать схема доква знать,Galina,user6222538500
здравствовать предыдущий лекция конспект,Иван Селезнев,user1050601049
билет замкнутость это самый замыкание,пчелошвейка,user934145073
вопрос билет насколько глубоко уходить тема исчисление высказыванийпредикат это огромный модуль десяток страница очень понятный ожидаться,Артём,user1499212295
консультация говорить тема поверхностный изучение,Anna Panina,user911482284
ока,Артём,user1499212295
хватить почитать викиконспект итмо,sandrolek,user892025888
это уточнять непосредственно галина станиславовна,sandrolek,user892025888
выпадать билет давать определение пример объяснение,Maxim Bogdanov,user903755276
вопрос доказывать каждый булевый функция мочь представлять вид полином жегалкина,Артём,user1499212295
это тривиальный мочь представлять весь сднф сднф сделать жегалкина,Егор Шарыпов,user1496699521
точно,Артём,user1499212295
доказывать представлять сднфсдкф,Артём,user1499212295
это способ сделать сднфскнф таблица,Егор Шарыпов,user1496699521
это аналогичный тривиальный,женьккк,user1313997817
просыпаться,Артём,user1499212295
спасибо,Артём,user1499212295
вопрос вообще писать вопрос тождественный закон преобразование источник список вопрос это слово печатный конспект тема находить тетрадь строчка,женьккк,user1313997817
сдавать вопрос подсказывать это достаточно находить инф тема,женьккк,user1313997817
лс,Alex Mart,user481317616
интересно,Егор Шарыпов,user1496699521
консультация спрашивать вопрос сказать знать определение таблица истинность должный полностью совпадать приводить пример закон преобразование закон де морган например уметь доказывать,Артём,user1499212295
список коллоквиум,Ivan Fedorov🧩,user1038863887
спасибо никто видеть файл,женьккк,user1313997817
зато просто искать,Сережа Хахххахаха,user691238404
сделать,женьккк,user1313997817
кнопка загрузка файл выходить чат,Артём,user1499212295
проблема запоминать весь первый взгляд,Александр Забродский,user979427175
александр передавать привет ребята нижний новгород,Сережа Хахххахаха,user691238404
реально чет подумать прощать пожалуйста,женьккк,user1313997817
лан понимать бывать чувство человек чат читать,женьккк,user1313997817
первак гнать,Fluf,user752804991
че,Сережа Хахххахаха,user691238404
реально привет передавать,Сережа Хахххахаха,user691238404
вопрос исчерпывать,Fluf,user752804991
привет дима савкина,Сережа Хахххахаха,user691238404
приватизировать,женьккк,user1313997817
админ,Fluf,user752804991
деваться первак ктото выпенлриваться просто выходить заминочка,Fluf,user752804991
вассал тип,женьккк,user1313997817
пофиг,женьккк,user1313997817
наш пофиг выпендриваться,женьккк,user1313997817
крайне мера френдли поэтому,Fluf,user752804991
старостаадмин,Fluf,user752804991
кидаться весь пофиг сделать отбивная студент,женьккк,user1313997817
итмо фэмили,Кирилл Кошкарёв,user565289812
ахахахахахахах,Александр Забродский,user979427175
привет,Александр Забродский,user979427175
ой узнавать студенческий время понимание материал умение это показывать сдавать,Galina,user6222538500
целый ночь впереди ноль сделать,Кирилл Кошкарёв,user565289812
час спустя чтото спать хотеться ничто завтра рано вставать доделывать,Артём,user1499212295
просыпаться впритык успевать ничто,Миша Крылов,user831710689
это лекция тайм мэнеджмонт учитывать,Fluf,user752804991
скоро пофиг спать хотеться,Nikita Miliutin,user416281316
завтра рано пара английский,Кирилл Кошкарёв,user565289812
последний билет какието странный неконкретный неоднозначно,женьккк,user1313997817
скармливать chatgpt норма,Артём,user1499212295
смысл просто скопировать заучивать,женьккк,user1313997817
сильно углубляться,Артём,user1499212295
блин,женьккк,user1313997817
выдавать база сказать,Артём,user1499212295
это писать,женьккк,user1313997817
последний билет ознакомительный прочитывать понимать дальнейший спецдисциплина,Galina,user6222538500
нуууу нужный формулировка бывать,Кирилл Кошкарёв,user565289812
аааааааааааа,женьккк,user1313997817
попадаться сильно душить,женьккк,user1313997817
начинать лист буквально расписывать,Кирилл Кошкарёв,user565289812
поминать,Артём,user1499212295
обманывать ребята,Ivan Fedorov🧩,user1038863887
ради наш предок,Ivan Fedorov🧩,user1038863887
ради наш отец мать,Ivan Fedorov🧩,user1038863887
ради будущий ребенок,Ivan Fedorov🧩,user1038863887
обязанный,Ivan Fedorov🧩,user1038863887
должный,Ivan Fedorov🧩,user1038863887
склонять сводить меч,Ivan Fedorov🧩,user1038863887
единый центр,Ivan Fedorov🧩,user1038863887
сделать каждый,Ivan Fedorov🧩,user1038863887
знать,Ivan Fedorov🧩,user1038863887
хрш,женьккк,user1313997817
ночь славный,Ivan Fedorov🧩,user1038863887
прославляться век,Ivan Fedorov🧩,user1038863887
реально собираться весь ночь спать готовиться,Galina,user6222538500
польстить внимание отношение предмет,Galina,user6222538500
просто такто многое знать хотеться закреплять тонкий момент определение,Кирилл Кошкарёв,user565289812
начинать ознакомляться первый лекция,женьккк,user1313997817
знать,Александр Забродский,user979427175
поправлять ахи,Кирилл Кошкарёв,user565289812
очень стараться узнавать ночь,kirill,user6393435800
желать удача,Александр Забродский,user979427175
рофля,kirill,user6393435800
админ админ,Александр Забродский,user979427175
удача помогать,женьккк,user1313997817
лютый бот,женьккк,user1313997817
блин матан,женьккк,user1313997817
например вчера,Александр Забродский,user979427175
матан сдавать весь вроде,Костя,user1994288719
официально вроде,Кирилл Кошкарёв,user565289812
ребеночек группа,женьккк,user1313997817
точно,Кирилл Кошкарёв,user565289812
крайний мера итгс база татьяна борисовна вроде,Костя,user1994288719
это база,женьккк,user1313997817
лан весь ботать,женьккк,user1313997817
приятный бот,Кирилл Кошкарёв,user565289812
ломо завтра коллоквиум,Viktoria Skoblilova,user844216932
кронверский,Galina,user6222538500
спасибо,Viktoria Skoblilova,user844216932
сколька получаться успевать доезжать любой место доезжать домой надеяться,Galina,user6222538500
около приезжать,женьккк,user1313997817
пара ломо пока се,женьккк,user1313997817
вход,Galina,user6222538500
готовиться легендарный предмет,Ivan Fedorov🧩,user1038863887
умничек,женьккк,user1313997817
продублировать пожалуйста аудитория,женьккк,user1313997817
чат migrated from another chat,женьккк,user1313997817
жить ленобласть хотеть уезжать домой электричка балтийский,Galina,user6222538500
мочь просматривать,женьккк,user1313997817
ой время,женьккк,user1313997817
c c,Galina,user6222538500
правильно понимать это теорема пост,женьккк,user1313997817
это теорема полнота вопрос,женьккк,user1313997817
просто оба полнота который первый скрин лекция раздел теорема пост,женьккк,user1313997817
доказательство низкий,Данил,user967376585
это,женьккк,user1313997817
спасибо,женьккк,user1313997817
насчет это точно мочь сказать теорема пост,Данил,user967376585
спасибо,женьккк,user1313997817
офигеть доказательство страница,женьккк,user1313997817
весело,женьккк,user1313997817
тип первый вопрос выходить половина страница,женьккк,user1313997817
выпадать теорема пост большой доквом это доп думать справедливо текст объяснение,Galina,user6222538500
сразу взять,Андрей Маракулин,user1020340980
билет подготовить,Galina,user6222538500
зато билет,Андрей Маракулин,user1020340980
тянуть билет,nirolok,user630463340
спасибо,nirolok,user630463340
почему коллоквиум завтра сдавать спать волноваться,Galina,user6222538500
спать,Nikita Miliutin,user416281316
минимум человек спать,nirolok,user630463340
смысл волноваться чистый совесть спать,Кирилл Кошкарёв,user565289812
ваш реакция повергать шок,женьккк,user1313997817
galinashimanskaya,Ryzhkov Nikita,user570909676
сегодня единственный день который возможно сдавать коллоквиум,,
сегодня последний день,Сережа Хахххахаха,user691238404
единственный последний,Сережа Хахххахаха,user691238404
ответ разниться,Ryzhkov Nikita,user570909676
самый иметь,Сережа Хахххахаха,user691238404
некорректный вопрос задавать,Сережа Хахххахаха,user691238404
последний расставлять весь точка теорема полнтот отличаться теорема пост,Michael Rumyantsev,user304635489
конспект каждый слайд подписывать теорема пост,Michael Rumyantsev,user304635489
конспект название каждый теорема слово полнота,женьккк,user1313997817
это пост полнота,женьккк,user1313997817
это полнота вопрос,женьккк,user1313997817
доказывать теорема пост нужно доказывать необходимость достаточность,Michael Rumyantsev,user304635489
формулировка теорема пост фигурировать слово,женьккк,user1313997817
идти кроме кудатый,sasha,user865219516
чек закрепа,женьккк,user1313997817
итог очередь сдача фоткифайл,Олеся,user455726615
первый колонка место,sasha,user865219516
заходить очередь учитывать человек вариант,Артём,user1351979809
первый заходить шарыпов егор,Артём,user1351979809
человек заходить,Артём,user1351979809
стоять мочь приходить поздно приоритет,Кирилл Кошкарёв,user565289812
продавать место пж,Роман Корчагин,user5273492152
забирать,Кирилл Кошкарёв,user565289812
никто запрещать,женьккк,user1313997817
вход,женьккк,user1313997817
отфильтровывать билет,Евгений Меньшенин,user401311369
удалять кирилл добавлять место,Роман Корчагин,user5273492152
ачевсмысл,Евгений Меньшенин,user401311369
давать каждый сдавать заходить таблица ставить зеленый поле,Леша,user1043807980
авот отдавать,Роман Корчагин,user5273492152
all,Леша,user1043807980
хороший,sandrolek,user892025888
знать,Леша,user1043807980
сдавать,Леша,user1043807980
ермолаев егор следующий,Артём,user1351979809
сдавать,Леша,user1043807980
вроде,Артём,user1351979809
третий,Леша,user1043807980
первый сдавать,Артём,user1351979809
десяток сдавать,Shafikov Maxim,user1016391777
первый,Restarh,user583836924
сдавать номер,Артём,user1351979809
заливать таблица гугл диск помечать плюсик,Николай Новиков,user381124323
первый десяток пофиг,Николай Новиков,user381124323
хз сидеть номер,Артём,user1351979809
зеленый помечать,Леша,user1043807980
сдавать,Леша,user1043807980
проходить вроде,Никита,user970363814
проходить,Леша,user1043807980
номер сидеть вроде,Олеся,user455726615
тяжело,Олеся,user455726615
группа выходить,Сережа Хахххахаха,user691238404
спс,Сережа Хахххахаха,user691238404
ждать,Сережа Хахххахаха,user691238404
весь поток,Сережа Хахххахаха,user691238404
гркппа,Олеся,user455726615
группа,Олеся,user455726615
вроде,Артём,user1351979809
сидеть,Никита,user970363814
человек,Леша,user1043807980
происходить,Артём,user1499212295
просто идти хотеть понимать,Леша,user1043807980
почемуто,Леша,user1043807980
сдача коллоквиум,Николай Новиков,user381124323
видимо,Олеся,user455726615
почему список,Артём,user1499212295
человек готовиться,Артём,user1499212295
удалять,Роман Корчагин,user5273492152
список сдавать письменно,Леша,user1043807980
получать билет,Артём,user1499212295
какойто момент билет давать выбор,Артём,user1499212295
писать письменно,Николай Новиков,user381124323
это вообще происходить,женьккк,user1313997817
зайти кабинет,женьккк,user1313997817
че далеко,женьккк,user1313997817
ждать,Николай Новиков,user381124323
ждать пока билет вызывать,женьккк,user1313997817
писать письменно просто подходить взять,Николай Новиков,user381124323
собственно сдавать,Артём,user1499212295
большинство просто сдавать письменный часть ждать устный защита,Никита,user970363814
зайти кабинет просто идти билет,женьккк,user1313997817
стол гс,женьккк,user1313997817
подходить сгенерировать билет,Андрей ветхийijustpullupinabigbodyVolga,user1127996659
генерировать,женьккк,user1313997817
группа зайти,Сережа Хахххахаха,user691238404
идти очередь факт понимать,Олеся,user455726615
забивать,Николай Новиков,user381124323
учитель контролировать хотя какоето соответствие табличка мило,Роман Корчагин,user5273492152
учитель класс,женьккк,user1313997817
весь сердце извиняться,Роман Корчагин,user5273492152
попросить избегать слово высокий учебный заведение,женьккк,user1313997817
весь сердце извиняться,Роман Корчагин,user5273492152
дак попросить,Николай Новиков,user381124323
дописывать билет должный записываться устный сдача,Артём,user1499212295
список весь пофиг,Igor Yakovlev,user1048905292
писать сдавать,Alex Mart,user481317616
смотреть таблица,Alex Mart,user481317616
сдавать родионов,Alex Mart,user481317616
новиков след,Igor Yakovlev,user1048905292
почему,Alex Mart,user481317616
сдавать,Сережа Хахххахаха,user691238404
езиевый,Alex Mart,user481317616
следовать таблица считать зеленый,Роман Корчагин,user5273492152
обновлять таблица,Роман Корчагин,user5273492152
зеленый появляться,Роман Корчагин,user5273492152
скидывать пожалуйста,Alex Mart,user481317616
таблица попадать,Андрей ветхийijustpullupinabigbodyVolga,user1127996659
следующий,Олеся,user455726615
означать число a столбик,Артём,user1499212295
стоять новиков,Олеся,user455726615
это неофициальный табличка,Евгений Меньшенин,user401311369
преподаватель,Евгений Меньшенин,user401311369
неотфильтровывать,Евгений Меньшенин,user401311369
знать успевать вовремя билет получать просто удалять,Роман Корчагин,user5273492152
написать фио внизу вписывать,Alex Mart,user481317616
пожалуйста таблица идти,Igor Yakovlev,user1048905292
вниз записываться,Леша,user1043807980
таблица открытый,Леша,user1043807980
сдавать,Диана Клапнева,user1858713756
новиков,Igor Yakovlev,user1048905292
таблица желтый сдавать,Леша,user1043807980
желтый отмечать,Igor Yakovlev,user1048905292
сдавать,Igor Yakovlev,user1048905292
приходить взять расписывать билет просто записываться вниз таблица,Ирина.,user1552053424
поход,Роман Корчагин,user5273492152
означать число столбик,Ирина.,user1552053424
корпус коллоквиум,nirolok,user630463340
бро,Igor Yakovlev,user1048905292
идти домой,Igor Yakovlev,user1048905292
отдыхать,Igor Yakovlev,user1048905292
кронва,Андрей ветхийijustpullupinabigbodyVolga,user1127996659
sad,Michael Rumyantsev,user304635489
сдавать,Артём,user1351979809
подозревать виктория,Леша,user1043807980
знать,Леша,user1043807980
сказать знать человек который сдавать это,Леша,user1043807980
минимум мочь сказать это килеб нтанга дьевин фришеть,Роман Корчагин,user5273492152
поэтому желтый стоить,Роман Корчагин,user5273492152
сколька принимать человек коллоквиум,Bagdan🇧🇾,user917977382
поверять никто знать,Леша,user1043807980
друг,Леша,user1043807980
давать кооперироваться,Леша,user1043807980
попросить называть имя сдавать,sasha,user865219516
вроде ответственный,Никита,user970363814
далеко губанов,Alex Mart,user481317616
сдавать вроде,Диана Клапнева,user1858713756
образ приходить первый поток,Lev Sinyukov,user632116981
изначальный список это человек ранд отсортировывать,Леша,user1043807980
учитывать приходить поздно тяжело,Lev Sinyukov,user632116981
время приходить,Леша,user1043807980
приходить поздно,Леша,user1043807980
вниз дописываться,Леша,user1043807980
видимо,Lev Sinyukov,user632116981
лист писменный сдача сдавать,Леша,user1043807980
ладно разница,Lev Sinyukov,user632116981
допы вопрос избавляться,Артём,user1499212295
максимум,Леша,user1043807980
прийти принимать полностью добровольный основа желание отблагодарить мочь кидать сбер,ㅤ,user236101359
купить пиво,,
написать билет сдавать стопка стол гс ждать пока наступать очередь табличка,женьккк,user1313997817
следующий пойти,Сережа Хахххахаха,user691238404
делать сегодня очевидно успевать сдавать,Кирилл Кошкарёв,user565289812
хороший вопрос,Евгений Меньшенин,user401311369
блин общага закрываться делать,женьккк,user1313997817
общага закрываться,Никита,user970363814
человек,женьккк,user1313997817
несовершеннолетний,женьккк,user1313997817
спать коворка,Аша,user726865713
спасибо идея,женьккк,user1313997817
ктото коллок возвращаться охранник понимание относиться отмечать,Никита,user970363814
дело,Никита,user970363814
ночь спать билет ботало,женьккк,user1313997817
приходить пьяный ночь жирный охранник сказать пускать,женьккк,user1313997817
мочь посочувствовать,Никита,user970363814
тетка который пускать сегодня судя расчет самый жирный охранник,женьккк,user1313997817
итог сидеть ждать далеко просто,Кирилл Кошкарёв,user565289812
видимо,женьккк,user1313997817
последний чтоль,Евгений Меньшенин,user401311369
нуууу самый конец,Кирилл Кошкарёв,user565289812
твой очередь примерно вечность,Евгений Меньшенин,user401311369
именно,Кирилл Кошкарёв,user565289812
самый время ботать линал,Евгений Меньшенин,user401311369
это боров,денис крандер,user702401646
сдача примерно сколько минута,женьккк,user1313997817
это боров,денис крандер,user702401646
самый,женьккк,user1313997817
помоему какойто худой,Дмитрий Сомов,user5795254391
редко бывать,женьккк,user1313997817
видеть пятилетка,женьккк,user1313997817
бор зачастить,женьккк,user1313997817
помоему боров,Никита,user970363814
удивляться пропускать,Никита,user970363814
ктото очень быстро ктото долго,Alex Mart,user481317616
весь очень быстро,женьккк,user1313997817
пофиг балл,женьккк,user1313997817
понимать свой привычный манера сказать несовершеннолетний знать поздно возвращаться включать турникет обратный сторона,Дмитрий Сомов,user5795254391
человек принимать час пятнадцать,Артём,user1499212295
сдавать нужно час,Артём,user1499212295
итог удручать,Артём,user1499212295
час проходить,Alex Mart,user481317616
треш,женьккк,user1313997817
передо человек,женьккк,user1313997817
слово эмоция,женьккк,user1313997817
второй принимать,Никита,user970363814
призрак,Артём,user1499212295
видеть,Артём,user1499212295
вход,Дмитрий Сомов,user5795254391
искать чело который поменяться место,Ivan Fedorov🧩,user1038863887
выход,Дмитрий Сомов,user5795254391
счастливый число,Ivan Fedorov🧩,user1038863887
узнавать номер билет,M F,user850544551
подходить преподаватель попросить билет,Дмитрий Сомов,user5795254391
all это эрвин черный футболка сидеть первый парта левый ряд обещать добрый,ㅤ,user236101359
чело реально думать all работать,Сережа Хахххахаха,user691238404
сюда записываться,Michael Rumyantsev,user304635489
упускать важный момент,Michael Rumyantsev,user304635489
поминать,Артём,user1499212295
ура коллоквиум заканчиваться,Galina,user6222538500
поздравлять надеяться успевать доезжать балтийский вокзал,женьккк,user1313997817
спасибо толпа принимать,Anna Panina,user911482284
спасибо второй принимать,женьккк,user1313997817
негатив,Fluf,user752804991
многие понравиться,женьккк,user1313997817
очень зайти,женьккк,user1313997817
защищаться вполне соглашаться,Witashcik,user846139407
защищаться,женьккк,user1313997817
поэтому очень ничто,женьккк,user1313997817
ладно боров,Дмитрий Сомов,user5795254391
сегодня,женьккк,user1313997817
ладно видимо пожизненно освобождать коллоквиум,женьккк,user1313997817
посмертно точно,женьккк,user1313997817
просто молча включать турникет обратный сторона представлять,женьккк,user1313997817
сдаваться,пчелошвейка,user934145073
успевать принимать настраиваться четверг кронва,Michael Rumyantsev,user304635489
знать понравиться человек безвозмездно приходить помогать проводить коллка половина поток просто успевать сдавать мочь придираться некоторый формулировка задавать сложный допы вопрос балл поставлять хороший устраивать думать попросить галина станиславовна перепринимать коллка четверг принимать непростой факультет требование некоторый теорема мочь специфический,ㅤ,user236101359
отлично очень благодарный помощь понимать претензия видеть балл,Galina,user6222538500
устраивать,женьккк,user1313997817
галина станиславовна успевать электричка,женьккк,user1313997817
хороший вопрос час ночь,Fluf,user752804991
приезжать домой сразу алгос ботать,женьккк,user1313997817
час решать задача,женьккк,user1313997817
защита заканчивать база делать,женьккк,user1313997817
забываться волноваться,женьккк,user1313997817
спасибо беспокойство,Galina,user6222538500
следующий коллоквиум разбивать практический поток думать условный положенный пара мало,Galina,user6222538500
завтра ауд кронва время приходить досдать,Galina,user6222538500
вместе татьяна владимировна принимать просто писать начинать завтра примерно время,Костя,user1994288719
точно аудитория просто аудитория коллка матан принимать,Кирилл Кошкарёв,user565289812
подождать около,Galina,user6222538500
заходить,вика,user599751161
матан сдавать,вика,user599751161
вопрос,Кирилл Кошкарёв,user565289812
запускать аудитория,Galina,user6222538500
справа матан заходить слева,Кирилл Кошкарёв,user565289812
подходить вход матан,Galina,user6222538500
информация коллоквиум,Galina,user6222538500
сдавать,,
принимать остаток поток вторник,,
здравствовать смочь время приезжать пожалуйста досылать коллоквиум понедельник лекция практика,Артём,user1499212295
галина станиславовна добрый день вопрос чисто интерес коллоквиум пересдавать,женьккк,user1313997817
пересдавать экзамен например,Galina,user6222538500
шик спасибо,женьккк,user1313997817
galinashimanskaya,Lev Sinyukov,user632116981
здравствовать возможность присылать пожалуйста конспект последний лекция,,
добрый день весь конспект работа,Galina,user6222538500
актуально интересно завтра разбирать консультация кр математический анализ базовый уровень,,
просить прощение поздний вопрос защита ргр,Ivan Fedorov🧩,user1038863887
добрый день лекция переноситься сегодняшний день дата сообщать поздно,Galina,user6222538500
проводить онлайн запись,Сережа Хахххахаха,user691238404
галина станиславовна правильно понимать коллоквиум сегодня принимать,Николай Алексеев,user1300178263
добрый день сегодня университет,Galina,user6222538500
здравствовать встреча сегодня,sandrolek,user892025888
сегодня онлайн смочь проводить отходить анестезия говорить пока мочь матан вечер сила момент должно хороший,Galina,user6222538500
товарищ ктото подготовка кр матан сегодня мочь тема называть примерный,Кирилл Кошкарёв,user565289812
скорый выздоровление поправляться,Ivan Fedorov🧩,user1038863887
думать затягивать проводить занятие лекционный практический суббота зум запись практика лекция,Galina,user6222538500
человек который хотеть пойти игротека,Артём,user1499212295
воскресение вместо суббота принципиально плюс запись,Galina,user6222538500
давать воскресение против,Viktoria Skoblilova,user844216932
рано вариант,Galina,user6222538500
время,Viktoria Skoblilova,user844216932
галина станиславовна сегодня защита коллоквиум,Николай Алексеев,user1300178263
давать вечер вскр,Galina,user6222538500
запись возможность вечер,sandrolek,user892025888
корпус,Николай Алексеев,user1300178263
кронва,Galina,user6222538500
рано подходить,Galina,user6222538500
присылать ргр,Артём,user1499212295
почта тг,Артём,user1499212295
почта,Viktoria Skoblilova,user844216932
находить сообщение ргр почта,Аша,user726865713
galyashimanskayalistru,Viktoria Skoblilova,user844216932
спасибо,Артём,user1499212295
понимать чи,Ivan Fedorov🧩,user1038863887
лекция проходить дистанционный формат воскресение практический занятие запись,Galina,user6222538500
galinashimanskaya,Lev Sinyukov,user632116981
галина станиславовна ранее писать конспект разработка сохраняться просто слайд лекция вполне хватить,,
слайд теория делать доказательство доска приходиться догадываться доска практика знать университет лицензия доска каждый предмет делать отдельный,Galina,user6222538500
немного задерживаться время переноситься соответственно,Galina,user6222538500
чтото ссылка собираться смотреть запись,Galina,user6222538500
весь человек,sandrolek,user892025888
просить прощение листочек занятие пара минута склеивать пдф это лекция,Galina,user6222538500
код доступ,,
это запись пока обрабатываться,Galina,user6222538500
заранее просить прощение собачка побуянить фон,Galina,user6222538500
добрый вечер насчет понимать многие рассчитывать праздничный день мочь составлять свой план учет личный присутствие университет весь занятие практик лекция проходить очно университет параллельно трансляция тимс который подключаться любой место,Galina,user6222538500
третий пара лекция практика,Galina,user6222538500
ребята убедительный просьба работать дистанционно настраивать тимс заранее проверять регистрация,Galina,user6222538500
добрый вечер весь настраивать,женьккк,user1313997817
кстати хотеть сегодня спрашивать думать вопрос волновать опубликовывать билет коллоквиум,женьккк,user1313997817
вроде сегодня лекция оно близко,женьккк,user1313997817
знать умничек весь настраивать,Galina,user6222538500
коллоквиум новость очень предмет дм сдача материал середина декабрь учиться набирать балл январь балл дотягивать,Galina,user6222538500
это учить приходиться ладно пока ничто страшный,женьккк,user1313997817
хотя идея слушать учить ничто,женьккк,user1313997817
ба сдавать первый колл закрывать вопрос комбинаторика теория граф,Galina,user6222538500
это понятный ба вопрос организовывать финальный консультация комбинаторика весь закреплять близко декабрь,женьккк,user1313997817
думать время граф теория постепенно начинать забываться,женьккк,user1313997817
консультация знать дистанционно готовый пообщаться просто очень далеко наш прекрасный универ жить,Galina,user6222538500
потребность дополнительный контент писать назначать консультация вечер дистанцинный,Galina,user6222538500
гдеть посмотреть сколько балл правильно понимать пока максимум получать колок ргр кр,Shafikov Maxim,user1016391777
завтра выставлять система свой эксел,Galina,user6222538500
здравствовать пн лекция,Иван Селезнев,user1050601049
читать чат,Fluf,user752804991
плохой,Fluf,user752804991
получаться лекция,Viktoria Skoblilova,user844216932
здравствовать весь занятие расписание,Galina,user6222538500
приносить контрольный пожалуйста завтра практика,Артём,user1351979809
число переписывание контрольный,милана🦦,user594659197
запись сегодняшний лекция,Иван Селезнев,user1050601049
здравствовать ссылочка,sandrolek,user892025888
минута,Galina,user6222538500
приглашать собрание teams новый собрание,Galina,user6222538500
касаться ссылка вставлять браузер присоединяться,,
идти параллельно,Кирилл Кошкарёв,user565289812
ктонибудь сделать запись пожалуйста,Данил,user967376585
бином полиномиальный форма задача контрольный работа формулироваться,денис крандер,user702401646
думать мочь задача тип находить десятый член разложение находить десятый член разложение сумма биномиальный коэффициент,женьккк,user1313997817
находить сумма какогото ряд сшек,женьккк,user1313997817
слышать звук,Артём,user1499212295
аудитория сидеть,Артём,user1351979809
конспект сегодня,Galina,user6222538500
последний страница почему первый,Galina,user6222538500
ко пара ктото прийти хотеть ранее хватать конспект,Galina,user6222538500
пока пусто,Galina,user6222538500
проходить защита ргр,добряк,user1131995264
номер группа,добряк,user1131995264
подключаться,bocharnikoff,user939466119
скидывать ссылка случайно надать страшный кнопка устанавливать обновление,Galina,user6222538500
тимс проходить,добряк,user1131995264
зум,Galina,user6222538500
мочь пожалуйста код доступ сказать,Андрей ветхийijustpullupinabigbodyVolga,user1127996659
вводить строка который ссылка pwd,Курлык,user508246085
извиняться балл глянуть,Николай Новиков,user381124323
барс,Евгений Меньшенин,user401311369
спасибо,Николай Новиков,user381124323
здравствовать какойто конспект комбинаторика бином ньютон скидывать пожалуйста,Иван Селезнев,user1050601049
